,Unnamed: 0,genus,phylum,early_interval,occurrence_no,record_type,reid_no,flags,collection_no,accepted_rank,accepted_no,late_interval,reference_no,paleomodel,geoplate,paleoage,paleolng,paleolat,phylum_no,class.x,class_no,order_no,family_no,genus_no,subgenus_no,genus_id,max_ma,min_ma,fad,lad,class.y,order,family,fad_age,lad_age
3698,3699,Lithothamnion,Rhodophyta,Eocene,1540734,occ,,,216714,genus,54444,Eocene,74928,gplates,307,mid,23.08,26.91,54808,Florideophyceae,273057,442034,442366,54444,,54444,56.0,33.9,145.0,2.588,Florideophyceae,Hapalidiales,Lithothamniacae,122.46,0.0117
3699,3700,Lithothamnion,Rhodophyta,Miocene,1174027,occ,,,151414,genus,54444,Miocene,48378,gplates,not computable using this model,mid,,,54808,Florideophyceae,273057,442034,442366,54444,,54444,23.03,5.333,145.0,2.588,Florideophyceae,Hapalidiales,Lithothamniacae,122.46,0.0117
3700,3701,Lithothamnion,Rhodophyta,Miocene,368601,occ,,,34873,genus,54444,Miocene,9352,gplates,715,mid,34.1,23.23,54808,Florideophyceae,273057,442034,442366,54444,,54444,23.03,5.333,145.0,2.588,Florideophyceae,Hapalidiales,Lithothamniacae,122.46,0.0117
3701,3702,Lithothamnion,Rhodophyta,Oligocene,1571983,occ,,,222049,genus,54444,Oligocene,77854,gplates,307,mid,18.89,38.47,54808,Florideophyceae,273057,442034,442366,54444,,54444,33.9,23.03,145.0,2.588,Florideophyceae,Hapalidiales,Lithothamniacae,122.46,0.0117
3702,3703,Lithothamnion,Rhodophyta,Miocene,1153261,occ,,,147455,genus,54444,Miocene,47514,gplates,508,mid,35.73,28.9,54808,Florideophyceae,273057,442034,442366,54444,,54444,23.03,5.333,145.0,2.588,Florideophyceae,Hapalidiales,Lithothamniacae,122.46,0.0117
3703,3704,Lithothamnion,Rhodophyta,Miocene,1116327,occ,,,141543,genus,54444,Miocene,45984,gplates,not computable using this model,mid,,,54808,Florideophyceae,273057,442034,442366,54444,,54444,23.03,5.333,145.0,2.588,Florideophyceae,Hapalidiales,Lithothamniacae,122.46,0.0117
3704,3705,Lithothamnion,Rhodophyta,Miocene,1164513,occ,,,149842,genus,54444,Miocene,47986,gplates,801,mid,150.21,-25.15,54808,Florideophyceae,273057,442034,442366,54444,,54444,23.03,5.333,145.0,2.588,Florideophyceae,Hapalidiales,Lithothamniacae,122.46,0.0117
3705,3706,Lithothamnion,Rhodophyta,Pliocene,1571420,occ,,,221984,genus,54444,Pliocene,77954,gplates,not computable using this model,mid,,,54808,Florideophyceae,273057,442034,442366,54444,,54444,5.333,2.588,145.0,2.588,Florideophyceae,Hapalidiales,Lithothamniacae,122.46,0.0117
3706,3707,Lithothamnion,Rhodophyta,Pliocene,1154002,occ,,,147637,genus,54444,Pliocene,47525,gplates,715,mid,34.53,24.67,54808,Florideophyceae,273057,442034,442366,54444,,54444,5.333,2.588,145.0,2.588,Florideophyceae,Hapalidiales,Lithothamniacae,122.46,0.0117
3707,3708,Lithothamnion,Rhodophyta,Oligocene,1569089,occ,,,221486,genus,54444,Oligocene,77570,gplates,307,mid,19.23,38.32,54808,Florideophyceae,273057,442034,442366,54444,,54444,33.9,23.03,145.0,2.588,Florideophyceae,Hapalidiales,Lithothamniacae,122.46,0.0117
3708,3709,Lithothamnion,Rhodophyta,Eocene,248515,occ,,,13354,genus,54444,Eocene,6858,gplates,307,mid,16.55,37.54,54808,Florideophyceae,273057,442034,442366,54444,,54444,56.0,33.9,145.0,2.588,Florideophyceae,Hapalidiales,Lithothamniacae,122.46,0.0117
3709,3710,Lithothamnion,Rhodophyta,Oligocene,1571984,occ,,,222050,genus,54444,Oligocene,77854,gplates,307,mid,18.89,38.47,54808,Florideophyceae,273057,442034,442366,54444,,54444,33.9,23.03,145.0,2.588,Florideophyceae,Hapalidiales,Lithothamniacae,122.46,0.0117
3710,3711,Lithothamnion,Rhodophyta,Miocene,1166779,occ,,,150085,genus,54444,Miocene,48044,gplates,not computable using this model,mid,,,54808,Florideophyceae,273057,442034,442366,54444,,54444,23.03,5.333,145.0,2.588,Florideophyceae,Hapalidiales,Lithothamniacae,122.46,0.0117
3711,3712,Lithothamnion,Rhodophyta,Oligocene,1569149,occ,,,221513,genus,54444,Oligocene,77592,gplates,307,mid,18.9,38.47,54808,Florideophyceae,273057,442034,442366,54444,,54444,33.9,23.03,145.0,2.588,Florideophyceae,Hapalidiales,Lithothamniacae,122.46,0.0117
3712,3713,Lithothamnion,Rhodophyta,Miocene,1574147,occ,,,222490,genus,54444,Miocene,78191,gplates,not computable using this model,mid,,,54808,Florideophyceae,273057,442034,442366,54444,,54444,23.03,5.333,145.0,2.588,Florideophyceae,Hapalidiales,Lithothamniacae,122.46,0.0117
3713,3714,Lithothamnion,Rhodophyta,Paleocene,1533157,occ,,,215097,genus,54444,Paleocene,74174,gplates,503,mid,43.81,16.96,54808,Florideophyceae,273057,442034,442366,54444,,54444,66.0,56.0,145.0,2.588,Florideophyceae,Hapalidiales,Lithothamniacae,122.46,0.0117
3714,3715,Lithothamnion,Rhodophyta,Miocene,1429509,occ,,,198873,genus,54444,Miocene,67745,gplates,308,mid,25.14,43.94,54808,Florideophyceae,273057,442034,442366,54444,,54444,23.03,5.333,145.0,2.588,Florideophyceae,Hapalidiales,Lithothamniacae,122.46,0.0117
3715,3716,Lithothamnion,Rhodophyta,Eocene,1569646,occ,,,221619,genus,54444,Eocene,77674,gplates,305,mid,14.71,39.4,54808,Florideophyceae,273057,442034,442366,54444,,54444,56.0,33.9,145.0,2.588,Florideophyceae,Hapalidiales,Lithothamniacae,122.46,0.0117
3716,3717,Lithothamnion,Rhodophyta,Miocene,646053,occ,,,34690,genus,54444,Miocene,23405,gplates,not computable using this model,mid,,,54808,Florideophyceae,273057,442034,442366,54444,,54444,23.03,5.333,145.0,2.588,Florideophyceae,Hapalidiales,Lithothamniacae,122.46,0.0117
3717,3718,Lithothamnion,Rhodophyta,Eocene,1533943,occ,,,215267,genus,54444,Eocene,74265,gplates,307,mid,16.95,37.05,54808,Florideophyceae,273057,442034,442366,54444,,54444,56.0,33.9,145.0,2.588,Florideophyceae,Hapalidiales,Lithothamniacae,122.46,0.0117
3718,3719,Lithothamnion,Rhodophyta,Miocene,1166777,occ,,,150083,genus,54444,Miocene,48044,gplates,not computable using this model,mid,,,54808,Florideophyceae,273057,442034,442366,54444,,54444,23.03,5.333,145.0,2.588,Florideophyceae,Hapalidiales,Lithothamniacae,122.46,0.0117
3719,3720,Lithothamnion,Rhodophyta,Miocene,1166791,occ,,,150089,genus,54444,Miocene,48044,gplates,not computable using this model,mid,,,54808,Florideophyceae,273057,442034,442366,54444,,54444,23.03,5.333,145.0,2.588,Florideophyceae,Hapalidiales,Lithothamniacae,122.46,0.0117
3720,3721,Lithothamnion,Rhodophyta,Eocene,132172,occ,,,10963,genus,54444,Eocene,3977,gplates,305,mid,15.98,41.42,54808,Florideophyceae,273057,442034,442366,54444,,54444,56.0,33.9,145.0,2.588,Florideophyceae,Hapalidiales,Lithothamniacae,122.46,0.0117
3721,3722,Lithothamnion,Rhodophyta,Eocene,1336855,occ,,,180312,genus,54444,Eocene,59830,gplates,307,mid,18.58,33.42,54808,Florideophyceae,273057,442034,442366,54444,,54444,56.0,33.9,145.0,2.588,Florideophyceae,Hapalidiales,Lithothamniacae,122.46,0.0117
3722,3723,Lithothamnion,Rhodophyta,Oligocene,1569091,occ,,,221487,genus,54444,Oligocene,77570,gplates,307,mid,19.2,38.46,54808,Florideophyceae,273057,442034,442366,54444,,54444,33.9,23.03,145.0,2.588,Florideophyceae,Hapalidiales,Lithothamniacae,122.46,0.0117
3723,3724,Lithothamnion,Rhodophyta,Eocene,1540776,occ,,,216730,genus,54444,Eocene,74928,gplates,307,mid,23.1,27.48,54808,Florideophyceae,273057,442034,442366,54444,,54444,56.0,33.9,145.0,2.588,Florideophyceae,Hapalidiales,Lithothamniacae,122.46,0.0117
3724,3725,Lithothamnion,Rhodophyta,Paleocene,1533111,occ,,,215090,genus,54444,Paleocene,74174,gplates,503,mid,43.81,16.96,54808,Florideophyceae,273057,442034,442366,54444,,54444,66.0,56.0,145.0,2.588,Florideophyceae,Hapalidiales,Lithothamniacae,122.46,0.0117
3725,3726,Lithothamnion,Rhodophyta,Eocene,1533945,occ,,,215268,genus,54444,Eocene,74265,gplates,307,mid,16.95,37.05,54808,Florideophyceae,273057,442034,442366,54444,,54444,56.0,33.9,145.0,2.588,Florideophyceae,Hapalidiales,Lithothamniacae,122.46,0.0117
3726,3727,Lithothamnion,Rhodophyta,Miocene,261502,occ,,,25254,genus,54444,Miocene,7077,gplates,503,mid,56.11,17.41,54808,Florideophyceae,273057,442034,442366,54444,,54444,23.03,5.333,145.0,2.588,Florideophyceae,Hapalidiales,Lithothamniacae,122.46,0.0117
3727,3728,Lithothamnion,Rhodophyta,Miocene,651150,occ,,,70419,genus,54444,Miocene,23527,gplates,307,mid,11.46,42.11,54808,Florideophyceae,273057,442034,442366,54444,,54444,23.03,5.333,145.0,2.588,Florideophyceae,Hapalidiales,Lithothamniacae,122.46,0.0117
3728,3729,Ludlovia,Rhodophyta,Lower Devonian,237910,occ,,,23723,genus,119016,Lower Devonian,6753,gplates,302,mid,-34.91,25.48,54808,NO_CLASS_SPECIFIED,NC,NO,464846,119016,,119016,419.2,393.3,427.4,419.2,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,427.4,410.8
3729,3730,Ludlovia,Rhodophyta,Ludlow,738688,occ,,,79359,genus,119016,Ludlow,26608,gplates,not computable using this model,mid,,,54808,NO_CLASS_SPECIFIED,NC,NO,464846,119016,,119016,427.4,423.0,427.4,419.2,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,427.4,410.8
3730,3731,Ludlovia,Rhodophyta,Ludlow,237804,occ,,,23709,genus,119016,Ludlow,6753,gplates,302,mid,-37.64,23.24,54808,NO_CLASS_SPECIFIED,NC,NO,464846,119016,,119016,427.4,423.0,427.4,419.2,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,427.4,410.8
3731,3732,Ludlovia,Rhodophyta,Ludlow,244863,occ,,,24017,genus,119016,Ludlow,6795,gplates,302,mid,-41.57,21.78,54808,NO_CLASS_SPECIFIED,NC,NO,464846,119016,,119016,427.4,423.0,427.4,419.2,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Ludloviaceae,427.4,410.8
3732,3733,Macroporella,Chlorophyta,Guadalupian,1548064,occ,,,218448,genus,56430,Guadalupian,75712,gplates,127,mid,-40.43,31.98,54811,Chlorophyceae,54452,54326,54325,56430,,56430,272.3,259.9,323.2,145.0,Chlorophyceae,Dasycladales,Dasycladaceae,303.4,112.03
3733,3734,Macroporella,Chlorophyta,Middle Triassic,1215338,occ,,,158113,genus,56430,Middle Triassic,51922,gplates,308,mid,36.99,8.02,54811,Chlorophyceae,54452,54326,54325,56430,,56430,247.2,237.0,323.2,145.0,Chlorophyceae,Dasycladales,Dasycladaceae,303.4,112.03
3734,3735,Macroporella,Chlorophyta,Lopingian,1154275,occ,,,147700,genus,56430,Lopingian,47539,gplates,503,mid,46.04,-7.58,54811,Chlorophyceae,54452,54326,54325,56430,,56430,259.9,252.17,323.2,145.0,Chlorophyceae,Dasycladales,Dasycladaceae,303.4,112.03
3735,3736,Macroporella,Chlorophyta,Lower Cretaceous,625351,occ,,,67437,genus,56430,Lower Cretaceous,19227,gplates,307,mid,36.5,18.33,54811,Chlorophyceae,54452,54326,54325,56430,,56430,145.0,100.5,323.2,145.0,Chlorophyceae,Dasycladales,Dasycladaceae,303.4,112.03
3736,3737,Macroporella,Chlorophyta,Upper Jurassic,731620,occ,,,78570,genus,56430,Upper Jurassic,26417,gplates,305,mid,18.54,26.12,54811,Chlorophyceae,54452,54326,54325,56430,,56430,163.5,145.0,323.2,145.0,Chlorophyceae,Dasycladales,Dasycladaceae,303.4,112.03
3737,3738,Macroporella,Chlorophyta,Guadalupian,430932,occ,,,42091,genus,56430,Guadalupian,11209,gplates,715,mid,20.04,-4.25,54811,Chlorophyceae,54452,54326,54325,56430,,56430,272.3,259.9,323.2,145.0,Chlorophyceae,Dasycladales,Dasycladaceae,303.4,112.03
3738,3739,Macroporella,Chlorophyta,Guadalupian,1548063,occ,,,218447,genus,56430,Guadalupian,75712,gplates,127,mid,-40.43,31.98,54811,Chlorophyceae,54452,54326,54325,56430,,56430,272.3,259.9,323.2,145.0,Chlorophyceae,Dasycladales,Dasycladaceae,303.4,112.03
3739,3740,Macroporella,Chlorophyta,Lower Cretaceous,1165854,occ,,,149968,genus,56430,Lower Cretaceous,48005,gplates,504,mid,38.75,6.34,54811,Chlorophyceae,54452,54326,54325,56430,,56430,145.0,100.5,323.2,145.0,Chlorophyceae,Dasycladales,Dasycladaceae,303.4,112.03
3740,3741,Macroporella,Chlorophyta,Middle Triassic,1215371,occ,,,158120,genus,56430,Middle Triassic,51922,gplates,308,mid,36.84,6.68,54811,Chlorophyceae,54452,54326,54325,56430,,56430,247.2,237.0,323.2,145.0,Chlorophyceae,Dasycladales,Dasycladaceae,303.4,112.03
3741,3742,Macroporella,Chlorophyta,Lopingian,1545884,occ,,,217661,genus,56430,Lopingian,75579,gplates,611,mid,105.29,-11.66,54811,Chlorophyceae,54452,54326,54325,56430,,56430,259.9,252.17,323.2,145.0,Chlorophyceae,Dasycladales,Dasycladaceae,303.4,112.03
3742,3743,Macroporella,Chlorophyta,Middle Triassic,491858,occ,,,23867,genus,56430,Middle Triassic,13310,gplates,308,mid,39.39,12.51,54811,Chlorophyceae,54452,54326,54325,56430,,56430,247.2,237.0,323.2,145.0,Chlorophyceae,Dasycladales,Dasycladaceae,303.4,112.03
3743,3744,Macroporella,Chlorophyta,Middle Triassic,1215266,occ,,,158094,genus,56430,Middle Triassic,51922,gplates,308,mid,37.24,8.17,54811,Chlorophyceae,54452,54326,54325,56430,,56430,247.2,237.0,323.2,145.0,Chlorophyceae,Dasycladales,Dasycladaceae,303.4,112.03
3744,3745,Macroporella,Chlorophyta,Lopingian,1546106,occ,,,217742,genus,56430,Lopingian,75579,gplates,611,mid,105.29,-11.66,54811,Chlorophyceae,54452,54326,54325,56430,,56430,259.9,252.17,323.2,145.0,Chlorophyceae,Dasycladales,Dasycladaceae,303.4,112.03
3745,3746,Macroporella,Chlorophyta,Upper Jurassic,632607,occ,,,68082,genus,56430,Upper Jurassic,19547,gplates,714,mid,21.09,14.65,54811,Chlorophyceae,54452,54326,54325,56430,,56430,163.5,145.0,323.2,145.0,Chlorophyceae,Dasycladales,Dasycladaceae,303.4,112.03
3746,3747,Macroporella,Chlorophyta,Middle Triassic,233426,occ,,,23570,genus,56430,Middle Triassic,6738,gplates,307,mid,36.01,15.18,54811,Chlorophyceae,54452,54326,54325,56430,,56430,247.2,237.0,323.2,145.0,Chlorophyceae,Dasycladales,Dasycladaceae,303.4,112.03
3747,3748,Macroporella,Chlorophyta,Guadalupian,985773,occ,,,118229,genus,56430,Guadalupian,33703,gplates,512,mid,54.0,-1.93,54811,Chlorophyceae,54452,54326,54325,56430,,56430,272.3,259.9,323.2,145.0,Chlorophyceae,Dasycladales,Dasycladaceae,303.4,112.03
3748,3749,Macroporella,Chlorophyta,Lower Cretaceous,611535,occ,,,65669,genus,56430,Lower Cretaceous,18719,gplates,304,mid,12.27,26.4,54811,Chlorophyceae,54452,54326,54325,56430,,56430,145.0,100.5,323.2,145.0,Chlorophyceae,Dasycladales,Dasycladaceae,303.4,112.03
3749,3750,Macroporella,Chlorophyta,Lower Cretaceous,1157700,occ,,,148595,genus,56430,Lower Cretaceous,47666,gplates,305,mid,22.71,26.27,54811,Chlorophyceae,54452,54326,54325,56430,,56430,145.0,100.5,323.2,145.0,Chlorophyceae,Dasycladales,Dasycladaceae,303.4,112.03
3750,3751,Macroporella,Chlorophyta,Guadalupian,1548059,occ,,,218446,genus,56430,Guadalupian,75712,gplates,127,mid,-40.43,31.98,54811,Chlorophyceae,54452,54326,54325,56430,,56430,272.3,259.9,323.2,145.0,Chlorophyceae,Dasycladales,Dasycladaceae,303.4,112.03
3751,3752,Macroporella,Chlorophyta,Upper Jurassic,201315,occ,,,21186,genus,56430,Upper Jurassic,6490,gplates,307,mid,33.93,18.32,54811,Chlorophyceae,54452,54326,54325,56430,,56430,163.5,145.0,323.2,145.0,Chlorophyceae,Dasycladales,Dasycladaceae,303.4,112.03
3752,3753,Macroporella,Chlorophyta,Guadalupian,381796,occ,,,36241,genus,56430,Guadalupian,9717,gplates,307,mid,32.38,-3.94,54811,Chlorophyceae,54452,54326,54325,56430,,56430,272.3,259.9,323.2,145.0,Chlorophyceae,Dasycladales,Dasycladaceae,303.4,112.03
3753,3754,Macroporella,Chlorophyta,Upper Jurassic,792400,occ,,,85907,genus,56430,Upper Jurassic,28976,gplates,not computable using this model,mid,,,54811,Chlorophyceae,54452,54326,54325,56430,,56430,163.5,145.0,323.2,145.0,Chlorophyceae,Dasycladales,Dasycladaceae,303.4,112.03
3754,3755,Macroporella,Chlorophyta,Guadalupian,985082,occ,,,118139,genus,56430,Guadalupian,33703,gplates,512,mid,52.59,-5.67,54811,Chlorophyceae,54452,54326,54325,56430,,56430,272.3,259.9,323.2,145.0,Chlorophyceae,Dasycladales,Dasycladaceae,303.4,112.03
3755,3756,Macroporella,Chlorophyta,Guadalupian,1548065,occ,,,218449,genus,56430,Guadalupian,75712,gplates,127,mid,-40.43,31.98,54811,Chlorophyceae,54452,54326,54325,56430,,56430,272.3,259.9,323.2,145.0,Chlorophyceae,Dasycladales,Dasycladaceae,303.4,112.03
3756,3757,Macroporella,Chlorophyta,Lopingian,834292,occ,,,92727,genus,56430,Lopingian,31257,gplates,307,mid,31.14,-2.41,54811,Chlorophyceae,54452,54326,54325,56430,,56430,259.9,252.17,323.2,145.0,Chlorophyceae,Dasycladales,Dasycladaceae,303.4,112.03
3757,3758,Macroporella,Chlorophyta,Upper Triassic,384209,occ,,,36558,genus,56430,Upper Triassic,9773,gplates,307,mid,34.3,15.67,54811,Chlorophyceae,54452,54326,54325,56430,,56430,237.0,201.3,323.2,145.0,Chlorophyceae,Dasycladales,Dasycladaceae,303.4,112.03
3758,3759,Macroporella,Chlorophyta,Middle Triassic,1215365,occ,,,158118,genus,56430,Middle Triassic,51922,gplates,308,mid,36.85,6.76,54811,Chlorophyceae,54452,54326,54325,56430,,56430,247.2,237.0,323.2,145.0,Chlorophyceae,Dasycladales,Dasycladaceae,303.4,112.03
3759,3760,Macroporella,Chlorophyta,Middle Triassic,383681,occ,,,36525,genus,56430,Middle Triassic,9773,gplates,307,mid,36.59,12.93,54811,Chlorophyceae,54452,54326,54325,56430,,56430,247.2,237.0,323.2,145.0,Chlorophyceae,Dasycladales,Dasycladaceae,303.4,112.03
3760,3761,Macroporella,Chlorophyta,Lower Cretaceous,611648,occ,,,65678,genus,56430,Lower Cretaceous,18719,gplates,304,mid,12.28,26.44,54811,Chlorophyceae,54452,54326,54325,56430,,56430,145.0,100.5,323.2,145.0,Chlorophyceae,Dasycladales,Dasycladaceae,303.4,112.03
3761,3762,Macroporella,Chlorophyta,Cisuralian,1548786,occ,,,218685,genus,56430,Cisuralian,75751,gplates,615,mid,125.53,-24.55,54811,Chlorophyceae,54452,54326,54325,56430,,56430,298.9,272.3,323.2,145.0,Chlorophyceae,Dasycladales,Dasycladaceae,303.4,112.03
3762,3763,Macroporella,Chlorophyta,Middle Triassic,581960,occ,,,61238,genus,56430,Middle Triassic,17601,gplates,308,mid,36.93,12.31,54811,Chlorophyceae,54452,54326,54325,56430,,56430,247.2,237.0,323.2,145.0,Chlorophyceae,Dasycladales,Dasycladaceae,303.4,112.03
3763,3764,Macroporella,Chlorophyta,Upper Triassic,542080,occ,,,56719,genus,56430,Upper Triassic,15293,gplates,307,mid,28.6,14.2,54811,Chlorophyceae,54452,54326,54325,56430,,56430,237.0,201.3,323.2,145.0,Chlorophyceae,Dasycladales,Dasycladaceae,303.4,112.03
3764,3765,Macroporella,Chlorophyta,Lopingian,1546043,occ,,,217716,genus,56430,Lopingian,75579,gplates,611,mid,105.29,-11.66,54811,Chlorophyceae,54452,54326,54325,56430,,56430,259.9,252.17,323.2,145.0,Chlorophyceae,Dasycladales,Dasycladaceae,303.4,112.03
3765,3766,Macroporella,Chlorophyta,Lower Cretaceous,1162310,occ,,,149338,genus,56430,Lower Cretaceous,47796,gplates,305,mid,26.08,27.55,54811,Chlorophyceae,54452,54326,54325,56430,,56430,145.0,100.5,323.2,145.0,Chlorophyceae,Dasycladales,Dasycladaceae,303.4,112.03
3766,3767,Macroporella,Chlorophyta,Middle Triassic,627927,occ,,,67717,genus,56430,Middle Triassic,19355,gplates,307,mid,34.53,15.94,54811,Chlorophyceae,54452,54326,54325,56430,,56430,247.2,237.0,323.2,145.0,Chlorophyceae,Dasycladales,Dasycladaceae,303.4,112.03
3767,3768,Macroporella,Chlorophyta,Guadalupian,1548054,occ,,,218444,genus,56430,Guadalupian,75712,gplates,127,mid,-40.43,31.98,54811,Chlorophyceae,54452,54326,54325,56430,,56430,272.3,259.9,323.2,145.0,Chlorophyceae,Dasycladales,Dasycladaceae,303.4,112.03
3768,3769,Macroporella,Chlorophyta,Middle Triassic,687771,occ,,,73975,genus,56430,Middle Triassic,24836,gplates,not computable using this model,mid,,,54811,Chlorophyceae,54452,54326,54325,56430,,56430,247.2,237.0,323.2,145.0,Chlorophyceae,Dasycladales,Dasycladaceae,303.4,112.03
3769,3770,Macroporella,Chlorophyta,Lopingian,1546094,occ,,,217738,genus,56430,Lopingian,75579,gplates,611,mid,105.29,-11.66,54811,Chlorophyceae,54452,54326,54325,56430,,56430,259.9,252.17,323.2,145.0,Chlorophyceae,Dasycladales,Dasycladaceae,303.4,112.03
3770,3771,Macroporella,Chlorophyta,Upper Triassic,574258,occ,,,60383,genus,56430,Upper Triassic,17340,gplates,308,mid,38.9,13.24,54811,Chlorophyceae,54452,54326,54325,56430,,56430,237.0,201.3,323.2,145.0,Chlorophyceae,Dasycladales,Dasycladaceae,303.4,112.03
3771,3772,Macroporella,Chlorophyta,Pennsylvanian,492368,occ,,,49709,genus,56430,Pennsylvanian,13348,gplates,101,mid,-36.33,0.17,54811,Chlorophyceae,54452,54326,54325,56430,,56430,323.2,298.9,323.2,145.0,Chlorophyceae,Dasycladales,Dasycladaceae,303.4,112.03
3772,3773,Macroporella,Chlorophyta,Middle Triassic,757656,occ,,,81063,genus,56430,Middle Triassic,27276,gplates,307,mid,35.71,15.67,54811,Chlorophyceae,54452,54326,54325,56430,,56430,247.2,237.0,323.2,145.0,Chlorophyceae,Dasycladales,Dasycladaceae,303.4,112.03
3773,3774,Macroporella,Chlorophyta,Lopingian,696514,occ,,,74937,genus,56430,Lopingian,25282,gplates,307,mid,36.13,12.18,54811,Chlorophyceae,54452,54326,54325,56430,,56430,259.9,252.17,323.2,145.0,Chlorophyceae,Dasycladales,Dasycladaceae,303.4,112.03
3774,3775,Macroporella,Chlorophyta,Lower Cretaceous,1158776,occ,,,148828,genus,56430,Lower Cretaceous,47732,gplates,308,mid,35.29,10.8,54811,Chlorophyceae,54452,54326,54325,56430,,56430,145.0,100.5,323.2,145.0,Chlorophyceae,Dasycladales,Dasycladaceae,303.4,112.03
3775,3776,Macroporella,Chlorophyta,Lower Cretaceous,641879,occ,,,64107,genus,56430,Lower Cretaceous,19949,gplates,308,mid,43.88,20.48,54811,Chlorophyceae,54452,54326,54325,56430,,56430,145.0,100.5,323.2,145.0,Chlorophyceae,Dasycladales,Dasycladaceae,303.4,112.03
3776,3777,Macroporella,Chlorophyta,Guadalupian,1547692,occ,,,218357,genus,56430,Guadalupian,75710,gplates,101,mid,-30.45,9.88,54811,Chlorophyceae,54452,54326,54325,56430,,56430,272.3,259.9,323.2,145.0,Chlorophyceae,Dasycladales,Dasycladaceae,303.4,112.03
3777,3778,Macroporella,Chlorophyta,Lopingian,381523,occ,,,36221,genus,56430,Lopingian,9711,gplates,611,mid,105.25,-11.24,54811,Chlorophyceae,54452,54326,54325,56430,,56430,259.9,252.17,323.2,145.0,Chlorophyceae,Dasycladales,Dasycladaceae,303.4,112.03
3778,3779,Macroporella,Chlorophyta,Upper Jurassic,634398,occ,,,68252,genus,56430,Upper Jurassic,19633,gplates,304,mid,9.07,22.24,54811,Chlorophyceae,54452,54326,54325,56430,,56430,163.5,145.0,323.2,145.0,Chlorophyceae,Dasycladales,Dasycladaceae,303.4,112.03
3779,3780,Macroporella,Chlorophyta,Lopingian,1546151,occ,,,217757,genus,56430,Lopingian,75579,gplates,611,mid,105.29,-11.66,54811,Chlorophyceae,54452,54326,54325,56430,,56430,259.9,252.17,323.2,145.0,Chlorophyceae,Dasycladales,Dasycladaceae,303.4,112.03
3780,3781,Macroporella,Chlorophyta,Middle Triassic,628206,occ,,,67739,genus,56430,Middle Triassic,19360,gplates,307,mid,35.68,15.11,54811,Chlorophyceae,54452,54326,54325,56430,,56430,247.2,237.0,323.2,145.0,Chlorophyceae,Dasycladales,Dasycladaceae,303.4,112.03
3781,3782,Macroporella,Chlorophyta,Guadalupian,503677,occ,,,51174,genus,56430,Guadalupian,13635,gplates,611,mid,114.85,-18.68,54811,Chlorophyceae,54452,54326,54325,56430,,56430,272.3,259.9,323.2,145.0,Chlorophyceae,Dasycladales,Dasycladaceae,303.4,112.03
3782,3783,Macroporella,Chlorophyta,Lower Cretaceous,625372,occ,,,67438,genus,56430,Lower Cretaceous,19227,gplates,307,mid,36.46,19.58,54811,Chlorophyceae,54452,54326,54325,56430,,56430,145.0,100.5,323.2,145.0,Chlorophyceae,Dasycladales,Dasycladaceae,303.4,112.03
3783,3784,Macroporella,Chlorophyta,Guadalupian,1548057,occ,,,218445,genus,56430,Guadalupian,75712,gplates,127,mid,-40.43,31.98,54811,Chlorophyceae,54452,54326,54325,56430,,56430,272.3,259.9,323.2,145.0,Chlorophyceae,Dasycladales,Dasycladaceae,303.4,112.03
3784,3785,Macroporella,Chlorophyta,Middle Triassic,685507,occ,,,73815,genus,56430,Middle Triassic,24740,gplates,307,mid,32.27,3.04,54811,Chlorophyceae,54452,54326,54325,56430,,56430,247.2,237.0,323.2,145.0,Chlorophyceae,Dasycladales,Dasycladaceae,303.4,112.03
3785,3786,Macroporella,Chlorophyta,Upper Jurassic,634164,occ,,,68238,genus,56430,Upper Jurassic,19629,gplates,304,mid,7.59,23.71,54811,Chlorophyceae,54452,54326,54325,56430,,56430,163.5,145.0,323.2,145.0,Chlorophyceae,Dasycladales,Dasycladaceae,303.4,112.03
3786,3787,Macroporella,Chlorophyta,Upper Triassic,263086,occ,,,25407,genus,56430,Upper Triassic,7116,gplates,611,mid,109.88,7.8,54811,Chlorophyceae,54452,54326,54325,56430,,56430,237.0,201.3,323.2,145.0,Chlorophyceae,Dasycladales,Dasycladaceae,303.4,112.03
3787,3788,Macroporella,Chlorophyta,Lower Cretaceous,1158775,occ,,,148827,genus,56430,Lower Cretaceous,47732,gplates,308,mid,39.11,14.71,54811,Chlorophyceae,54452,54326,54325,56430,,56430,145.0,100.5,323.2,145.0,Chlorophyceae,Dasycladales,Dasycladaceae,303.4,112.03
3788,3789,Macroporella,Chlorophyta,Lower Cretaceous,604412,occ,,,64383,genus,56430,Lower Cretaceous,18573,gplates,304,mid,18.31,22.18,54811,Chlorophyceae,54452,54326,54325,56430,,56430,145.0,100.5,323.2,145.0,Chlorophyceae,Dasycladales,Dasycladaceae,303.4,112.03
