reference,publication_year,eon,era,period,epoch,age,framework,depo_env1,depo_env2,depo_env3,paleo_lat,paleo_long,modern_lat,modern_long,numberOfSamples,NumberOfPointsPerSample,microbial,green_algae,red_algae,prob_alga,calc_alga,sponges,sponges_silica,sponges_archaeocyath,sponges_calc,pelagic_foram,foraminifera,bryozoans,graptolites,cephalopods,annelids,sclerec_corals,rugose_corals,corals,trilobite,ostracods,barnacles,brachiopods,gastropods,bivalves,molluska,echinoderm,echinoids,crinoids,radiolarians,calcispheres,unid_biota,other_metazoans,skeletal_total,alga+micro_total,animals_total,protists_total,total_animals_new,total_protists_new,total_alga_new,ooids,peloids,cement,micrite,siliciclastics,fecal_pellets,other_abiotic,Pore Space,organic_matter,Glauconite and other minerals,Vertebrate fossils,Phosphates,Glauconite,carbonate_clasts,mean_ma,Dolomite,Pyrite,Cortoids,alga_total,Anhydrite,Paleocontinents1
Ginsburg,1956,Phanerozoic,Cenozoic,Quaternary,Pleistocene,,platform,platformMargin,backReef,,I-A,,24.46,-81.87,1,300.0,,29.0,7.0,,,,,,,,13.0,,,,,,,10.0,,,,,,,20.0,,,,,,18.0,,97.0,36.0,48.0,13.0,48.0,13.0,36.0,,,,0.0,,,3.0,,,,,,,,1.294,,,,,,North America
Ginsburg,1956,Phanerozoic,Cenozoic,Quaternary,Pleistocene,,platform,platformMargin,backReef,,I-B,,24.46,-81.87,1,300.0,,24.93,0.831,,,,,,,,5.816999999999999,,,,,,,4.155,,,,,,,27.423,,,,,,6.648,,69.804,25.761,38.226,5.816999999999999,38.226,5.816999999999999,25.761,,,,16.900000000000006,,,13.296,,,,,,,,1.294,,,,,,North America
Ginsburg,1956,Phanerozoic,Cenozoic,Quaternary,Pleistocene,,platform,platformMargin,backReef,,I-C,,24.46,-81.87,1,300.0,,28.8,1.6,,,,,,,,3.2,,,,,,,9.6,,,,,,,20.0,,,,,,11.2,,74.4,30.400000000000002,40.8,3.2,40.8,3.2,30.400000000000002,,,,20.0,,,5.6,,,,,,,,1.294,,,,,,North America
Swinchatt,1965,Phanerozoic,Cenozoic,Quaternary,Holocene,,platform,platformMargin,backReef,,,,24.85,-80.61,1,200.0,,34.0,3.7,,,,,,,,8.0,,,,,,,21.3,,,,,,,13.3,,,,,,3.7,,84.0,37.7,38.300000000000004,8.0,38.300000000000004,8.0,37.7,,,,,,,16.0,,C6,,,,,,1.294,,,,,,North America
Swinchatt,1965,Phanerozoic,Cenozoic,Quaternary,Holocene,,platform,platformMargin,backReef,,,,24.85,-80.61,1,200.0,,47.7,2.0,,,,,,,,5.0,,,,,,,15.3,,,,,,,11.7,,,,,,2.7,,84.4,49.7,29.7,5.0,29.7,5.0,49.7,,,,,,,15.7,,C5,,,,,,1.294,,,,,,North America
Swinchatt,1965,Phanerozoic,Cenozoic,Quaternary,Holocene,,platform,platformMargin,backReef,,,,24.85,-80.61,1,200.0,,39.7,0.7,,,,,,,,3.0,,,,,,,8.7,,,,,,,25.3,,,,,,5.0,,82.4,40.400000000000006,39.0,3.0,39.0,3.0,40.400000000000006,,,,,,,17.7,,C4,,,,,,1.294,,,,,,North America
Swinchatt,1965,Phanerozoic,Cenozoic,Quaternary,Holocene,,platform,platformMargin,backReef,,,,24.85,-80.61,1,200.0,,46.7,1.0,,,,,,,,7.3,,,,,,,3.0,,,,,,,28.0,,,,,,2.7,,88.7,47.7,33.7,7.3,33.7,7.3,47.7,,,,,,,10.4,,C3,,,,,,1.294,,,,,,North America
Swinchatt,1965,Phanerozoic,Cenozoic,Quaternary,Holocene,,platform,platformMargin,backReef,,,,24.85,-80.61,1,200.0,,37.7,0.7,,,,,,,,3.3,,,,,,,8.3,,,,,,,30.6,,,,,,7.7,,88.30000000000001,38.400000000000006,46.60000000000001,3.3,46.60000000000001,3.3,38.400000000000006,,,,,,,21.5,,C1,,,,,,1.294,,,,,,North America
Swinchatt,1965,Phanerozoic,Cenozoic,Quaternary,Holocene,,platform,platformMargin,backReef,,,,24.85,-80.61,1,200.0,,40.4,4.3,,,,,,,,2.9,,,,,,,27.1,,,,,,,10.7,,,,,,4.0,,89.39999999999999,44.699999999999996,41.8,2.9,41.8,2.9,44.699999999999996,,,,,,,10.7,,G7,,,,,,1.294,,,,,,North America
Swinchatt,1965,Phanerozoic,Cenozoic,Quaternary,Holocene,,platform,platformMargin,reef,,,,24.85,-80.61,1,200.0,,22.0,7.8,,,,,,,,6.0,,,,,,,34.5,,,,,,,18.5,,,,,,8.2,,97.0,29.8,61.2,6.0,61.2,6.0,29.8,,,,,,,3.1,,G8,,,,,,1.294,,,,,,North America
Swinchatt,1965,Phanerozoic,Cenozoic,Quaternary,Holocene,,platform,platformMargin,reef,,,,24.85,-80.61,1,200.0,,21.5,8.1,,,,,,,,4.5,,,,,,,35.8,,,,,,,14.6,,,,,,3.2,,87.7,29.6,53.6,4.5,53.6,4.5,29.6,,,,,,,10.2,,G9,,,,,,1.294,,,,,,North America
Swinchatt,1965,Phanerozoic,Cenozoic,Quaternary,Holocene,,platform,platformMargin,backReef,,,,24.85,-80.61,1,200.0,,11.7,1.2,,,,,,,,58.0,,,,,,,2.1,,,,,,,13.6,,,,,,7.1,,93.69999999999999,12.899999999999999,22.799999999999997,58.0,22.799999999999997,58.0,12.899999999999999,,,,,,,6.2,,H1,,,,,,1.294,,,,,,North America
Ginsburg,1956,Phanerozoic,Cenozoic,Quaternary,Pleistocene,,platform,platformMargin,foreReef,,III-H,,24.46,-81.87,1,300.0,,14.745,10.812999999999999,,,,,,,,6.881,,,,,,,7.864,,,,,,,12.778999999999998,,,,,,23.592,,76.67399999999999,25.558,44.235,6.881,44.235,6.881,25.558,,,,1.7000000000000028,,,21.625999999999998,,,,,,,,1.294,,,,,,North America
Ginsburg,1956,Phanerozoic,Cenozoic,Quaternary,Pleistocene,,platform,platformMargin,reef,,III-G,,24.46,-81.87,1,300.0,,28.98,8.693999999999999,,,,,,,,5.795999999999999,,,,,,,21.252,,,,,,,7.728,,,,,,16.421999999999997,,88.87199999999999,37.674,45.401999999999994,5.795999999999999,45.401999999999994,5.795999999999999,37.674,,,,3.40000000000002,,,7.728,,,,,,,,1.294,,,,,,North America
Ginsburg,1956,Phanerozoic,Cenozoic,Quaternary,Pleistocene,,platform,platformMargin,reef,,III-F,,24.46,-81.87,1,300.0,,24.0,14.0,,,,,,,,6.0,,,,,,,26.0,,,,,,,8.0,,,,,,15.0,,93.0,38.0,49.0,6.0,49.0,6.0,38.0,,,,0.0,,,7.0,,,,,,,,1.294,,,,,,North America
Ginsburg,1956,Phanerozoic,Cenozoic,Quaternary,Pleistocene,,platform,platformMargin,backReef,,III-E,,24.46,-81.87,1,300.0,,33.0,13.0,,,,,,,,8.0,,,,,,,20.0,,,,,,,6.0,,,,,,11.0,,91.0,46.0,37.0,8.0,37.0,8.0,46.0,,,,0.0,,,9.0,,,,,,,,1.294,,,,,,North America
Ginsburg,1956,Phanerozoic,Cenozoic,Quaternary,Pleistocene,,platform,platformMargin,backReef,,III-D,,24.46,-81.87,1,300.0,,25.22,2.91,,,,,,,,6.79,,,,,,,14.55,,,,,,,14.55,,,,,,16.49,,80.50999999999999,28.13,45.59,6.79,45.59,6.79,28.13,,,,2.999999999999986,,,16.49,,,,,,,,1.294,,,,,,North America
Ginsburg,1956,Phanerozoic,Cenozoic,Quaternary,Pleistocene,,platform,platformMargin,backReef,,III-B,,24.46,-81.87,1,300.0,,27.692000000000004,1.204,,,,,,,,4.214,,,,,,,1.8060000000000003,,,,,,,5.418000000000001,,,,,,12.642000000000001,,52.976000000000006,28.896000000000004,19.866000000000003,4.214,19.866000000000003,4.214,28.896000000000004,,,,39.8,,,7.224000000000001,,,,,,,,1.294,,,,,,North America
Ginsburg,1956,Phanerozoic,Cenozoic,Quaternary,Pleistocene,,platform,platformMargin,backReef,,III-A,,24.46,-81.87,1,300.0,,23.46,0.0,,,,,,,,3.06,,,,,,,0.51,,,,,,,6.63,,,,,,10.2,,43.86000000000001,23.46,17.34,3.06,17.34,3.06,23.46,,,,49.0,,,7.14,,,,,,,,1.294,,,,,,North America
Ginsburg,1956,Phanerozoic,Cenozoic,Quaternary,Pleistocene,,platform,platformMargin,backReef,,II-F,,24.46,-81.87,1,300.0,,60.0,1.0,,,,,,,,5.0,,,,,,,2.0,,,,,,,17.0,,,,,,10.0,,95.0,61.0,29.0,5.0,29.0,5.0,61.0,,,,0.0,,,5.0,,,,,,,,1.294,,,,,,North America
Ginsburg,1956,Phanerozoic,Cenozoic,Quaternary,Pleistocene,,platform,platformMargin,backReef,,II-E,,24.46,-81.87,1,300.0,,31.274,3.292,,,,,,,,4.938,,,,,,,7.406999999999999,,,,,,,6.584,,,,,,13.991,,67.486,34.566,27.982,4.938,27.982,4.938,34.566,,,,17.700000000000003,,,14.813999999999998,,,,,,,,1.294,,,,,,North America
Ginsburg,1956,Phanerozoic,Cenozoic,Quaternary,Pleistocene,,platform,platformMargin,reef,,II-D,,24.46,-81.87,1,300.0,,40.016,6.831999999999999,,,,,,,,3.904,,,,,,,13.663999999999998,,,,,,,13.663999999999998,,,,,,8.783999999999999,,86.86399999999999,46.848,36.111999999999995,3.904,36.111999999999995,3.904,46.848,,,,2.4000000000000057,,,10.735999999999999,,,,,,,,1.294,,,,,,North America
Ginsburg,1956,Phanerozoic,Cenozoic,Quaternary,Pleistocene,,platform,platformMargin,foreReef,,II-C,,24.46,-81.87,1,300.0,,34.0,7.0,,,,,,,,6.0,,,,,,,17.0,,,,,,,11.0,,,,,,12.0,,87.0,41.0,40.0,6.0,40.0,6.0,41.0,,,,0.0,,,13.0,,,,,,,,1.294,,,,,,North America
Ginsburg,1956,Phanerozoic,Cenozoic,Quaternary,Pleistocene,,platform,platformMargin,foreReef,,II-B,,24.46,-81.87,1,300.0,,34.0,6.0,,,,,,,,10.0,,,,,,,12.0,,,,,,,14.0,,,,,,12.0,,88.0,40.0,38.0,10.0,38.0,10.0,40.0,,,,0.0,,,12.0,,,,,,,,1.294,,,,,,North America
Ginsburg,1956,Phanerozoic,Cenozoic,Quaternary,Pleistocene,,platform,platformMargin,foreReef,,II-A,,24.46,-81.87,1,300.0,,9.88,15.96,,,,,,,,6.08,,,,,,,12.92,,,,,,,10.64,,,,,,12.16,,67.64,25.840000000000003,35.72,6.08,35.72,6.08,25.840000000000003,,,,23.999999999999986,,,8.36,,,,,,,,1.294,,,,,,North America
Ginsburg,1956,Phanerozoic,Cenozoic,Quaternary,Pleistocene,,platform,platformMargin,foreReef,,I-J,,24.46,-81.87,1,300.0,,1.916,3.832,,,,,,,,8.622,,,,,,,1.4369999999999998,,,,,,,9.58,,,,,,14.849,,40.236,5.747999999999999,25.866,8.622,25.866,8.622,5.747999999999999,,,,52.099999999999994,,,7.664,,,,,,,,1.294,,,,,,North America
Swinchatt,1965,Phanerozoic,Cenozoic,Quaternary,Holocene,,platform,platformMargin,backReef,,,,24.85,-80.61,1,200.0,,28.6,1.0,,,,,,,,5.0,,,,,,,5.0,,,,,,,33.0,,,,,,6.6,,79.2,29.6,44.6,5.0,44.6,5.0,29.6,,,,,,,20.7,,B5,,,,,,1.294,,,,,,North America
Ginsburg,1956,Phanerozoic,Cenozoic,Quaternary,Pleistocene,,platform,platformMargin,foreReef,,I-I,,24.46,-81.87,1,300.0,,2.3339999999999996,9.335999999999999,,,,,,,,7.391,,,,,,,1.945,,,,,,,3.89,,,,,,8.558,,33.454,11.669999999999998,14.393,7.391,14.393,7.391,11.669999999999998,,,,61.099999999999994,,,5.446000000000001,,,,,,,,1.294,,,,,,North America
Ginsburg,1956,Phanerozoic,Cenozoic,Quaternary,Pleistocene,,platform,platformMargin,foreReef,,I-G,,24.46,-81.87,1,300.0,,27.0,13.0,,,,,,,,3.0,,,,,,,21.0,,,,,,,16.0,,,,,,12.0,,92.0,40.0,49.0,3.0,49.0,3.0,40.0,,,,0.0,,,8.0,,,,,,,,1.294,,,,,,North America
Ginsburg,1956,Phanerozoic,Cenozoic,Quaternary,Pleistocene,,platform,platformMargin,foreReef,,I-F,,24.46,-81.87,1,300.0,,32.0,7.0,,,,,,,,3.0,,,,,,,22.0,,,,,,,16.0,,,,,,13.0,,93.0,39.0,51.0,3.0,51.0,3.0,39.0,,,,0.0,,,7.0,,,,,,,,1.294,,,,,,North America
Ginsburg,1956,Phanerozoic,Cenozoic,Quaternary,Pleistocene,,platform,platformMargin,reef,,I-E,,24.46,-81.87,1,300.0,,27.0,8.0,,,,,,,,3.0,,,,,,,25.0,,,,,,,12.0,,,,,,13.0,,88.0,35.0,50.0,3.0,50.0,3.0,35.0,,,,0.0,,,12.0,,,,,,,,1.294,,,,,,North America
Ginsburg,1956,Phanerozoic,Cenozoic,Quaternary,Pleistocene,,platform,platformMargin,backReef,,I-D,,24.46,-81.87,1,300.0,,27.54,1.53,,,,,,,,3.825,,,,,,,2.295,,,,,,,18.36,,,,,,9.945,,63.495000000000005,29.07,30.6,3.825,30.6,3.825,29.07,,,,23.499999999999986,,,13.005,,,,,,,,1.294,,,,,,North America
Brandano et al,2019,Phanerozoic,Cenozoic,Quaternary,Holocene,,platform,innerPlatform,lagoon,,,,40.91,12.95,1,300.0,,0.0,19.0,,,,,,,,4.6,7.0,,,,,,0.0,,,,,,,5.0,,2.0,,,,3.0,,40.6,19.0,17.0,4.6,17.0,4.6,19.0,0.0,,,0.0,59.4,,,,,,,,,,1.294,,,,,,Eurasia
Brandano et al,2019,Phanerozoic,Cenozoic,Quaternary,Holocene,,platform,innerPlatform,lagoon,,,,40.91,12.95,1,300.0,,0.0,12.0,,,,,,,,8.75,6.0,,,,,,0.0,,,,,,,2.0,,2.0,,,,5.0,,35.75,12.0,15.0,8.75,15.0,8.75,12.0,0.0,,,0.0,64.25,,,,,,,,,,1.294,,,,,,Eurasia
Gischler and Lomando,2005,Phanerozoic,Cenozoic,Quaternary,Holocene,,ramp,middleRamp,,,,,29.0,48.5,1,200.0,,,0.0,,,,,,,,2.8470000000000004,,,,,,,2.3725,,,,,,,72.8832,0.47450000000000003,,,,,0.0,,78.5772,0.0,75.73020000000001,2.8470000000000004,75.73020000000001,2.8470000000000004,0.0,7.5920000000000005,1.4235000000000002,,0.1898,6.5235,,5.694000000000001,,,,,,,,1.294,,,,,,Arabia
Kindler and Hearty,1996,Phanerozoic,Cenozoic,Quaternary,Pleistocene,,platform,innerPlatform,peritidal,supratidal,,,25.05,-77.4,1,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5514285714285714,0.0,0.0,0.0,-0.14285714285714285,-0.14285714285714285,-0.14285714285714285,39.66,8.84,25.9,,,,9.02,12.7,NPI,,,,,,1.294,,,,,,North America
Gischler and Lomando,2005,Phanerozoic,Cenozoic,Quaternary,Holocene,,ramp,outerRamp,,,,,29.0,48.5,1,200.0,,,0.0,,,,,,,,0.036500000000000005,,,,,,,0.0,,,,,,,0.1825,0.8394999999999999,,,,,0.0,,1.0585,0.0,1.0219999999999998,0.036500000000000005,1.0219999999999998,0.036500000000000005,0.0,0.0,0.0,,35.368500000000004,63.5,,0.036500000000000005,,,,,,,,1.294,,,,,,Arabia
Gischler and Lomando,2005,Phanerozoic,Cenozoic,Quaternary,Holocene,,ramp,outerRamp,,,,,29.0,48.5,1,200.0,,,0.0,,,,,,,,0.0,,,,,,,0.0,,,,,,,0.06980000000000001,0.13960000000000003,,,,,0.0,,0.20940000000000003,0.0,0.20940000000000003,0.0,0.20940000000000003,0.0,0.0,0.0,0.0,,34.6557,65.1,,0.0,,,,,,,,1.294,,,,,,Arabia
Gischler and Lomando,2005,Phanerozoic,Cenozoic,Quaternary,Holocene,,ramp,outerRamp,,,,,29.0,48.5,1,200.0,,,0.0,,,,,,,,0.03490000000000001,,,,,,,0.0,,,,,,,0.2094,0.17450000000000002,,,,,0.0,,0.41880000000000006,0.0,0.3839,0.03490000000000001,0.3839,0.03490000000000001,0.0,0.0,0.0,,34.4812,65.1,,0.0,,,,,,,,1.294,,,,,,Arabia
Gischler and Lomando,2005,Phanerozoic,Cenozoic,Quaternary,Holocene,,ramp,outerRamp,,,,,29.0,48.5,1,200.0,,,0.0,,,,,,,,2.7144999999999997,,,,,,,0.0,,,,,,,10.591000000000001,0.35600000000000004,,,,,0.0,,13.6615,0.0,10.947000000000001,2.7144999999999997,10.947000000000001,2.7144999999999997,0.0,0.0,0.0,,30.3935,55.5,,0.445,,,,,,,,1.294,,,,,,Arabia
Gischler and Lomando,2005,Phanerozoic,Cenozoic,Quaternary,Holocene,,ramp,outerRamp,,,,,29.0,48.5,1,200.0,,,0.0,,,,,,,,0.13960000000000003,,,,,,,0.0,,,,,,,0.5584000000000001,0.27920000000000006,,,,,0.0,,0.9772000000000002,0.0,0.8376000000000001,0.13960000000000003,0.8376000000000001,0.13960000000000003,0.0,0.0,0.0,,33.9577,65.1,,0.0,,,,,,,,1.294,,,,,,Arabia
Gischler and Lomando,2005,Phanerozoic,Cenozoic,Quaternary,Holocene,,ramp,outerRamp,,,,,29.0,48.5,1,200.0,,,0.0,,,,,,,,0.6768,,,,,,,0.0,,,,,,,12.351599999999998,0.5075999999999999,,,,,0.1692,,13.705199999999998,0.0,13.028399999999998,0.6768,13.028399999999998,0.6768,0.0,0.0,0.0846,,25.168499999999998,60.1957,,0.846,,,,,,,,1.294,,,,,,Arabia
Gischler and Lomando,2005,Phanerozoic,Cenozoic,Quaternary,Holocene,,ramp,outerRamp,,,,,29.0,48.5,1,200.0,,,0.0,,,,,,,,0.20550000000000002,,,,,,,0.0,,,,,,,10.603800000000001,0.2877,,,,,0.2877,,11.384700000000002,0.0,11.1792,0.20550000000000002,11.1792,0.20550000000000002,0.0,0.0,0.0,,21.6186,66.0103,,1.0686000000000002,,,,,,,,1.294,,,,,,Arabia
Gischler and Lomando,2005,Phanerozoic,Cenozoic,Quaternary,Holocene,,ramp,middleRamp,,,,,29.0,48.5,1,200.0,,,0.0,,,,,,,,2.385,,,,,,,0.0,,,,,,,81.56700000000001,0.9540000000000001,,,,,0.0,,84.906,0.0,82.521,2.385,82.521,2.385,0.0,0.0,0.0,,1.1448,4.6,,9.444600000000001,,,,,,,,1.294,,,,,,Arabia
Brandano et al,2019,Phanerozoic,Cenozoic,Quaternary,Holocene,,platform,innerPlatform,lagoon,,,,4.4,73.55,1,300.0,,37.33,10.67,,,,,,,,14.66,0.0,,,,,,24.0,,,,,,,3.67,,1.67,,,,1.67,,93.67,48.0,31.010000000000005,14.66,31.010000000000005,14.66,48.0,0.0,,,6.33,0.0,,,,,,,,,,1.294,,,,,,Eurasia
Brandano et al,2019,Phanerozoic,Cenozoic,Quaternary,Holocene,,platform,innerPlatform,lagoon,,,,4.4,73.55,1,300.0,,42.0,1.67,,,,,,,,6.33,0.0,,,,,,32.33,,,,,,,6.67,,3.67,,,,0.0,,92.67,43.67,42.67,6.33,42.67,6.33,43.67,0.0,,,7.33,0.0,,,,,,,,,,1.294,,,,,,Eurasia
Kindler and Hearty,1996,Phanerozoic,Cenozoic,Quaternary,Pleistocene,,platform,innerPlatform,peritidal,supratidal,,,25.05,-77.4,1,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8300000000000001,0.0,0.0,0.0,-0.09090909090909091,-0.09090909090909091,-0.09090909090909091,7.93,35.28,30.9,,,,4.7,12.0,ELU,,,,,,1.294,,,,,,North America
Kindler and Hearty,1996,Phanerozoic,Cenozoic,Quaternary,Pleistocene,,platform,innerPlatform,peritidal,supratidal,,,25.05,-77.4,1,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8300000000000001,0.0,0.0,0.0,-0.09090909090909091,-0.09090909090909091,-0.09090909090909091,7.93,35.28,30.9,,,,4.7,12.0,ELU,,,,,,1.294,,,,,,North America
Kindler and Hearty,1996,Phanerozoic,Cenozoic,Quaternary,Pleistocene,,platform,innerPlatform,peritidal,supratidal,,,25.05,-77.4,1,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8300000000000001,0.0,0.0,0.0,-0.09090909090909091,-0.09090909090909091,-0.09090909090909091,7.93,35.28,30.9,,,,4.7,12.0,ELU,,,,,,1.294,,,,,,North America
Kindler and Hearty,1996,Phanerozoic,Cenozoic,Quaternary,Pleistocene,,platform,innerPlatform,peritidal,supratidal,,,25.05,-77.4,1,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5514285714285714,0.0,0.0,0.0,-0.14285714285714285,-0.14285714285714285,-0.14285714285714285,39.66,8.84,25.9,,,,9.02,12.7,NPI,,,,,,1.294,,,,,,North America
Kindler and Hearty,1996,Phanerozoic,Cenozoic,Quaternary,Pleistocene,,platform,innerPlatform,peritidal,supratidal,,,25.05,-77.4,1,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5514285714285714,0.0,0.0,0.0,-0.14285714285714285,-0.14285714285714285,-0.14285714285714285,39.66,8.84,25.9,,,,9.02,12.7,NPI,,,,,,1.294,,,,,,North America
Gischler and Lomando,2005,Phanerozoic,Cenozoic,Quaternary,Holocene,,ramp,outerRamp,,,,,29.0,48.5,1,200.0,,,0.0,,,,,,,,0.062,,,,,,,0.0,,,,,,,0.341,0.279,,,,,0.0,,0.682,0.0,0.6200000000000001,0.062,0.6200000000000001,0.062,0.0,0.0,0.0,,30.287000000000003,69.0,,0.0,,,,,,,,1.294,,,,,,Arabia
Kindler and Hearty,1996,Phanerozoic,Cenozoic,Quaternary,Pleistocene,,platform,innerPlatform,peritidal,supratidal,,,25.05,-77.4,1,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5514285714285714,0.0,0.0,0.0,-0.14285714285714285,-0.14285714285714285,-0.14285714285714285,39.66,8.84,25.9,,,,9.02,12.7,NPI,,,,,,1.294,,,,,,North America
Kindler and Hearty,1996,Phanerozoic,Cenozoic,Quaternary,Pleistocene,,platform,innerPlatform,peritidal,supratidal,,,25.05,-77.4,1,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5514285714285714,0.0,0.0,0.0,-0.14285714285714285,-0.14285714285714285,-0.14285714285714285,39.66,8.84,25.9,,,,9.02,12.7,NPI,,,,,,1.294,,,,,,North America
Kindler and Hearty,1996,Phanerozoic,Cenozoic,Quaternary,Pleistocene,,platform,innerPlatform,peritidal,supratidal,,,25.05,-77.4,1,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5514285714285714,0.0,0.0,0.0,-0.14285714285714285,-0.14285714285714285,-0.14285714285714285,39.66,8.84,25.9,,,,9.02,12.7,NPI,,,,,,1.294,,,,,,North America
Kindler and Hearty,1996,Phanerozoic,Cenozoic,Quaternary,Pleistocene,,platform,innerPlatform,peritidal,supratidal,,,25.05,-77.4,1,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5514285714285714,0.0,0.0,0.0,-0.14285714285714285,-0.14285714285714285,-0.14285714285714285,39.66,8.84,25.9,,,,9.02,12.7,NPI,,,,,,1.294,,,,,,North America
Kindler and Hearty,1996,Phanerozoic,Cenozoic,Quaternary,Pleistocene,,platform,innerPlatform,peritidal,supratidal,,,25.05,-77.4,1,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65,0.0,0.0,0.0,-0.2,-0.2,-0.2,27.08,21.08,25.3,,,,2.97,15.3,ABI,,,,,,1.294,,,,,,North America
Kindler and Hearty,1996,Phanerozoic,Cenozoic,Quaternary,Pleistocene,,platform,innerPlatform,peritidal,supratidal,,,25.05,-77.4,1,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65,0.0,0.0,0.0,-0.2,-0.2,-0.2,27.08,21.08,25.3,,,,2.97,15.3,ABI,,,,,,1.294,,,,,,North America
Kindler and Hearty,1996,Phanerozoic,Cenozoic,Quaternary,Pleistocene,,platform,innerPlatform,peritidal,supratidal,,,25.05,-77.4,1,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65,0.0,0.0,0.0,-0.2,-0.2,-0.2,27.08,21.08,25.3,,,,2.97,15.3,ABI,,,,,,1.294,,,,,,North America
Gischler and Lomando,1997,Phanerozoic,Cenozoic,Quaternary,Holocene,,platform,innerPlatform,peritidal,intertidal,,,16.76,-87.7,1,200.0,,23.0,9.3,,,,,,,,6.5,,,,,49.2,,,,,,,,,10.0,,,,,,,,98.0,32.3,59.2,6.5,59.2,6.5,32.3,,,,,,,,,,,,,,,1.294,,,,,,North America
Kindler and Hearty,1996,Phanerozoic,Cenozoic,Quaternary,Pleistocene,,platform,innerPlatform,peritidal,supratidal,,,25.05,-77.4,1,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65,0.0,0.0,0.0,-0.2,-0.2,-0.2,27.08,21.08,25.3,,,,2.97,15.3,ABI,,,,,,1.294,,,,,,North America
Kindler and Hearty,1996,Phanerozoic,Cenozoic,Quaternary,Pleistocene,,platform,innerPlatform,peritidal,supratidal,,,25.05,-77.4,1,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65,0.0,0.0,0.0,-0.2,-0.2,-0.2,27.08,21.08,25.3,,,,2.97,15.3,ABI,,,,,,1.294,,,,,,North America
Schmitt,2021,Phanerozoic,Cenozoic,Quaternary,Holocene,,platform,innerPlatform,gravityFlows,turbidites,,,17.0,-87.0,1,300.0,,52.8,7.6,,,,,,,,1.9,,,,,,,8.2,,,,,,,4.4,0.3,,,,,1.1,,76.3,60.4,14.0,1.9,14.0,1.9,60.4,,,,18.3,,,,,4.1,,,,,,1.294,,,,,,North America
Schmitt,2021,Phanerozoic,Cenozoic,Quaternary,Holocene,,platform,innerPlatform,gravityFlows,turbidites,,,17.0,-87.0,1,300.0,,48.8,4.6,,,,,,,,4.6,,,,,,,8.3,,,,,,,8.0,0.6,,,,,2.4,,77.3,53.4,19.3,4.6,19.3,4.6,53.4,,,,17.3,,,,,4.4,,,,,,1.294,,,,,,North America
Schmitt,2021,Phanerozoic,Cenozoic,Quaternary,Holocene,,platform,innerPlatform,gravityFlows,turbidites,,,17.0,-87.0,1,300.0,,26.7,9.1,,,,,,,,2.4,,,,,,,7.2,,,,,,,11.1,2.2,,,,,1.9,,60.6,35.8,22.4,2.4,22.4,2.4,35.8,,,,27.9,,,,,11.5,,,,,,1.294,,,,,,North America
Schmitt,2021,Phanerozoic,Cenozoic,Quaternary,Holocene,,platform,innerPlatform,gravityFlows,turbidites,,,17.0,-87.0,1,300.0,,45.4,5.0,,,,,,,,6.6,,,,,,,4.3,,,,,,,5.2,1.4,,,,,1.4,,69.3,50.4,12.3,6.6,12.3,6.6,50.4,,,,28.7,,,,,2.9,,,,,,1.294,,,,,,North America
Gischler and Lomando,2005,Phanerozoic,Cenozoic,Quaternary,Holocene,,ramp,outerRamp,,,,,29.0,48.5,1,200.0,,,0.0,,,,,,,,0.8584999999999999,,,,,,,0.0,,,,,,,19.19,0.505,,,,,0.606,,21.1595,0.0,20.301000000000002,0.8584999999999999,20.301000000000002,0.8584999999999999,0.0,0.0,0.10100000000000002,,25.755,51.722,,1.2625,,,,,,,,1.294,,,,,,Arabia
Gischler and Lomando,2005,Phanerozoic,Cenozoic,Quaternary,Holocene,,ramp,outerRamp,,,,,29.0,48.5,1,200.0,,,0.0,,,,,,,,0.594,,,,,,,0.0,,,,,,,10.988999999999999,1.485,,,,,0.0,,13.068,0.0,12.473999999999998,0.594,12.473999999999998,0.594,0.0,0.0,0.297,,35.145,51.292,,0.198,,,,,,,,1.294,,,,,,Arabia
